id,title_x,body,reason,refactor_type,agent,category
3205391922,Disable Go LSP usage in any2mochi,## Summary - stop using Go language server in any2mochi - parse Go source directly with the standard `go/parser`  ## Testing - `go vet ./...` - `go test ./tools/any2mochi -run TestConvertGo -count=1`  ------ https://chatgpt.com/codex/tasks/task_e_68696ee7ab5c8320a79eeaa7f2f6b052,"The change involves modifying the implementation to stop using the Go language server and instead parse Go source directly, which is a refactor since it changes the internal code structure without adding new features or fixing bugs.",Functional Refactoring (Logic / Algorithm / Behavior-Preserving),OpenAI_Codex,code smells
3125337362,Add Ruby checklist folder rename,"## Summary - rename `rb_debugger_checklist` directory to `rb_checklist` - append follow-up task note about dropping ""debugger"" from filenames  ## Testing - `cargo build` - `cargo test` - `cargo clippy`   ------ https://chatgpt.com/codex/tasks/task_b_684315f344ec832aa0b743add18a0d76","The commit involves renaming a directory and updating related notes, which is a structural change that does not add features or fix bugs. It is a refactor to improve code organization or naming conventions.",Readability Refactoring (Renaming / Naming Consistency),OpenAI_Codex,external quality attribute
3226147935,Improve Java compiler data class typing,## Summary - refine `dataClassFor` so repeated invocations update placeholder `Object` fields - add `TASKS.md` for the Java backend - update Java machine README after q1–q3 success  ## Testing - `go vet ./...`  ------ https://chatgpt.com/codex/tasks/task_e_68733c9e99048320a8fb144c4da8902e,"The changes include refining a function to improve typing, which is a code improvement but not a new feature or bug fix. The addition of documentation files and README updates are documentation changes. The main code change is a refinement, so 'refactor' fits best.",Readability Refactoring (Docs / Comments / Formatting),OpenAI_Codex,external quality attribute
3226162345,Improve PHP compiler output formatting,## Summary - tweak group-by handling in PHP compiler - regenerate PHP machine outputs - track PHP TPCH progress and remaining tasks  ## Testing - `go test ./compiler/x/php -run TestPHPCompiler_ValidPrograms -tags slow` - `go test ./compiler/x/php -run TestPHPCompiler_TPCH -tags slow`   ------ https://chatgpt.com/codex/tasks/task_e_687342d7b20c8320a56ed74d2abac977,"The changes involve tweaking the compiler output formatting and regenerating outputs, which improves the existing functionality but does not add a new feature or fix a bug. This is best categorized as a refactor since it modifies code structure or output without adding features or fixing bugs.",Readability Refactoring (Docs / Comments / Formatting),OpenAI_Codex,external quality attribute
3226313323,Improve duration display in generated Go code,## Summary - simplify the generated `formatDuration` helper - update interpreter test helpers - refresh Go golden files for TPCH and VM tests  ## Testing - `go test ./compiler/x/go -run TestGoCompiler_TPCH/q1 -tags slow -count=1` *(fails: generated code mismatch)*  ------ https://chatgpt.com/codex/tasks/task_e_68737a265fbc832088e33948c52298b2,"The changes improve the generated code by simplifying a helper function and updating test helpers, which enhances the code's functionality without fixing a bug or adding a new feature. This is best classified as a refactor since it improves code structure and clarity without changing behavior.",Maintainability Refactoring (Cleanup / Simplification),OpenAI_Codex,external quality attribute
3240371488,Improve Haskell runtime emission,## Summary - refine the Haskell backend - do not emit group helpers unless query grouping is used - update generated output for `for_loop` as it now builds - document progress  ## Testing - `go vet ./...` - `runhaskell tests/machine/x/hs/for_loop.hs > tests/machine/x/hs/for_loop.out`   ------ https://chatgpt.com/codex/tasks/task_e_68792de4bf888320988850de5e0ea9dc,"The changes improve the Haskell backend by refining runtime emission and updating generated output, which enhances functionality without fixing a bug or adding a new feature explicitly. This is best categorized as a refactor since it improves the code structure and output without adding new features or fixing bugs.",Functional Refactoring (Logic / Algorithm / Behavior-Preserving),OpenAI_Codex,code smells
3240433151,Improve PHP avg inference,## Summary - refine avg builtin type checks in the PHP backend  ## Testing - `go test ./...`  ------ https://chatgpt.com/codex/tasks/task_e_687937e7c2e08320bc46636a21e5ef32,"The change refines type checks in the PHP backend, which improves the functionality but does not add a new feature or fix a bug explicitly. It is best classified as a refactor since it improves internal code quality without changing external behavior.",Functional Refactoring (Logic / Algorithm / Behavior-Preserving),OpenAI_Codex,code smells
3240439863,Improve Any type detection for Haskell backend,"## Summary - extend `types.ContainsAny` to walk through Option, Group, Struct and Union types - delegate `compiler/x/hs` helper to the new `types.ContainsAny`  ## Testing - `go test ./compiler/x/hs -tags slow -run TestHSCompiler_VMValid_GoldenRun -count=1` *(fails: took too long)*  ------ https://chatgpt.com/codex/tasks/task_e_687933c9bba083209f13b445d1b5cf83","The changes described improve the detection logic for a specific type in the Haskell backend, which enhances the functionality but does not fix a bug or add a new feature visible to users. This is best categorized as a refactor since it restructures and improves existing code behavior internally.",Functional Refactoring (Logic / Algorithm / Behavior-Preserving),OpenAI_Codex,code smells
3240445696,Update Lua runtime printing,"## Summary - improve Lua runtime `__str` to quote strings, show struct names - handle single-string case in `__print` - regenerate Lua machine outputs - log progress update  ## Testing - `go test ./compiler/x/lua -run TestLuaCompiler_VMValid_Golden -tags=slow`  ------ https://chatgpt.com/codex/tasks/task_e_687936c7a1548320a308bd9c931261f8","The changes improve the Lua runtime's string representation and logging, which enhances existing functionality but does not add a new feature or fix a bug. This is a refactor to improve code clarity and output formatting.",Functional Refactoring (Logic / Algorithm / Behavior-Preserving),OpenAI_Codex,code smells
3127634416,Refactor histogram helpers,"This PR combines `histogram` and `histogram2D` into a single method; the methods were originally copy-and-paste anyway, so this saves a lot of lines of code. Not super high value but good for an LLM.    https://chatgpt.com/codex/tasks/task_e_6844c0f13a8883318e42a79a4690abce",title provides conventional commit label,Structural / Architectural Refactoring,OpenAI_Codex,internal quality attribute
3101934135,[alpha_factory] Deduplicate setup packages,"## Summary - ensure `codex/setup.sh` installs each dependency once by uniquing the package list  ## Testing - `python check_env.py --auto-install` - `pytest -q` *(fails: 52 failed, 441 passed, 25 skipped)* - `pre-commit run --files codex/setup.sh` *(fails to fetch hooks: no network access)*","The change ensures that setup packages are installed only once by deduplicating the package list, which is an improvement but does not add new features or fix bugs explicitly. It is a refactor to improve the setup script's behavior without changing functionality.",Maintainability Refactoring (Cleanup / Simplification),OpenAI_Codex,external quality attribute
3176139023,Refactor: split audio and server modules,"## Summary - extract audio-related functions into `audio.js` - extract express server logic into `server.js` - register new modules in `index.js`  ## Testing - `npm test`  ------ https://chatgpt.com/codex/tasks/task_e_685c1732b11883278fbfdc8c258ef07e   ## Summary by CodeRabbit  - **New Features** 	- Added audio playback capabilities, including options to play, stop, and configure audio alerts based on system state. 	- Introduced an audio switch to enable or disable audio playback with state logging. 	- Added a new RESTful HTTP server with authentication, providing endpoints for status checks, alarm triggering, mode changes, and arming lock toggles.  - **Refactor** 	- Modularized server and audio functionalities, moving them out of the main codebase for improved maintainability.",title provides conventional commit label,Structural / Architectural Refactoring,OpenAI_Codex,internal quality attribute
3119825961,[alpha_factory] remove ts-nocheck from browser src,## Summary - remove `@ts-nocheck` from a few browser TypeScript utilities - add basic types  ## Testing - `python check_env.py --auto-install` - `pytest -q` *(fails: ValueError: Duplicated timeseries in CollectorRegistry)* - `npx tsc --noEmit -p alpha_factory_v1/demos/alpha_agi_insight_v1/insight_browser_v1/tsconfig.json`   ------ https://chatgpt.com/codex/tasks/task_e_68411e6aa7e48333bfb620fa6ac65e99,"The changes involve removing '@ts-nocheck' comments and adding basic types to TypeScript utilities, which improves type safety but does not add new features or fix bugs. This is a refactor to improve code quality without changing functionality.",Functional Refactoring (Logic / Algorithm / Behavior-Preserving),OpenAI_Codex,code smells
3106581982,Update model selector to use O4 mini,## Summary - adjust model selector mapping to prefer Azure O4 mini  ## Testing - `pre-commit run --all-files` *(fails: command not found)*  ------ https://chatgpt.com/codex/tasks/task_b_683bd75923c4832b97f0cbc9383cba4d   ----  > [!IMPORTANT] > Update model selector in `skyvern/config.py` to prefer `azure/o4-mini` over `azure/o3-mini`. >  >   - **Behavior**: >     - Update model selector mapping in `get_model_name_to_llm_key()` in `skyvern/config.py` to prefer `azure/o4-mini` over `azure/o3-mini`. >     - Change applied in both cloud and non-cloud environment mappings. >  > This description was created by [](https://www.ellipsis.dev?ref=Skyvern-AI%2Fskyvern&utm_source=github&utm_medium=referral) for 344e8cea944dbfe5ba0eece32ed8be32738f34ce. You can [customize](https://app.ellipsis.dev/Skyvern-AI/settings/summaries) this summary. It will automatically update as commits are pushed.,"The change updates the model selector mapping to prefer a different model, which is a modification of existing functionality but does not add a new feature or fix a bug. It is a configuration update affecting behavior, best classified as a refactor since it changes code behavior without adding features or fixing bugs.",Functional Refactoring (Logic / Algorithm / Behavior-Preserving),OpenAI_Codex,code smells
3147281296,Switch to Badge component,## Summary - use new `Badge` component instead of `Label` - replace old badge classes with `Badge`  ## Testing - `cargo check --workspace --exclude db` *(fails: called `Result::unwrap()` on `Err` value)*  ------ https://chatgpt.com/codex/tasks/task_e_684e8e897bf083208d59a6a35199a82c,"The changes involve replacing an old component with a new one and updating related classes, which is a refactor to improve code structure without adding features or fixing bugs.",Functional Refactoring (Logic / Algorithm / Behavior-Preserving),OpenAI_Codex,code smells
3082221313,[Dashboard] migrate Box to shadcn,"## Summary - replace Chakra `` with divs across dashboard - convert custom `Card` component to Tailwind - update contract publish form and claim components - tweak marketplace listing form  ## Testing - `pnpm biome check --apply` *(fails: The number of diagnostics exceeds the number allowed by Biome)* - `pnpm test` *(fails: spawn anvil ENOENT)*    ---  ## PR-Codex overview This PR focuses on updating the styling of various `Card` components across multiple files by replacing inline styles and props with Tailwind CSS classes for consistency and improved maintainability.  ### Detailed summary - Replaced `bgColor` prop with `className` for `Card` components to use Tailwind CSS classes. - Updated `p`, `position`, `overflow`, and `gap` props to Tailwind CSS equivalents. - Changed `Box` components to `div` with appropriate Tailwind classes for layout adjustments. - Removed unnecessary `Box` components in favor of `div` elements for semantic clarity and styling.  > ✨ Ask PR-Codex anything about this PR by commenting with `/codex {your question}`    ## Summary by CodeRabbit  - **Style**   - Updated dashboard components to use Tailwind CSS classes for layout and styling instead of Chakra UI components and props.   - Improved accessibility for NFT selection by adding keyboard navigation and ARIA attributes.   - Unified card and container styling across the app, removing Chakra UI dependencies for a more consistent look and feel.   - Adjusted responsive layouts and visual cues using CSS classes for better cross-device compatibility.  - **Refactor**   - Simplified component structures by replacing Chakra UI elements with native HTML elements and utility classes.   - Streamlined component props and interfaces to align with the new styling approach.","The PR primarily involves replacing Chakra UI components with native HTML elements and Tailwind CSS classes, which is a restructuring and restyling of existing code without adding new features or fixing bugs. This fits the definition of a refactor.",Readability Refactoring (Renaming / Naming Consistency),OpenAI_Codex,external quality attribute
3184427385,Consolidate pharmacy sales queries,## Summary - add `calDepartmentSalesAllInstitutions` to fetch sales for all institutions in one query - refactor `createInstitutionSale` to use the new aggregated result  ## Testing - `mvn -q test` *(fails: command not found)*  ------ https://chatgpt.com/codex/tasks/task_e_685f46a08b94832fb4535898a2b1a94d,"The changes introduce a new query function and refactor existing code to use this new aggregated query, which improves the code structure without adding a new feature or fixing a bug.",Structural / Architectural Refactoring,OpenAI_Codex,internal quality attribute
3199156233,Finish TODO cleanup,## Summary - add icon description strings and use them - convert WhatsApp permission and details screens into separate activities - simplify WhatsApp cleaner activity with new activities  ## Testing - `./gradlew test --no-daemon` *(fails: SDK location not found)*  ------ https://chatgpt.com/codex/tasks/task_e_686655328fe8832d81309a94b6d625ae,"The changes involve restructuring and simplifying existing activities without adding new features or fixing bugs, which aligns with a refactor type of commit.",Maintainability Refactoring (Cleanup / Simplification),OpenAI_Codex,external quality attribute
3241728443,Update Clojure compiler outputs,## Summary - simplify equality generation for Clojure backend - regenerate machine Clojure outputs - refresh Clojure machine README - document progress in compiler tasks  ## Testing - `go test -tags slow ./compiler/x/clj -run VMValid -count=1` *(fails: golden mismatch)*  ------ https://chatgpt.com/codex/tasks/task_e_6879bb91d1948320bb96e410ecc4c3c9,"The changes include simplifying code generation, regenerating outputs, refreshing documentation, and documenting progress, which collectively indicate improvements and updates rather than bug fixes or new features. The main focus is on code and documentation updates related to the compiler outputs, fitting best under 'refactor' as it involves code changes that neither fix a bug nor add a feature.",Readability Refactoring (Docs / Comments / Formatting),OpenAI_Codex,external quality attribute
3241749281,Remove __eq/__print from Lua runtime,"## Summary - drop unused `__eq` and `__print` helpers from the Lua runtime - regenerate Lua machine translations with new runtime - mark failing programs in Lua machine README and update counts - note progress in Lua compiler TASKS  ## Testing - `go test ./compiler/x/lua -run TestLuaCompiler_VMValid_Golden -tags=slow -count=1 -args -update` *(fails: Summary: 91 passed, 9 failed)*  ------ https://chatgpt.com/codex/tasks/task_e_6879bf65c0f8832093c74f349a30463b","The changes involve removing unused helper functions and updating related documentation and tests, which is a code cleanup and maintenance task rather than adding features or fixing bugs.",Maintainability Refactoring (Cleanup / Simplification),OpenAI_Codex,external quality attribute
3241766957,Update Lua compiler runtime helpers,## Summary - remove obsolete `__eq` and `__print` helper code from the Lua runtime - bump machine README to 101 compiled programs - log progress in Lua compiler tasks  ## Testing - `go test ./compiler/x/lua -run VMValid_Golden -tags slow` *(fails: golden mismatch)*  ------ https://chatgpt.com/codex/tasks/task_e_6879c4d8ec608320b343172b2287fd19,"The changes involve removing obsolete helper code and adding logging, which are improvements but do not add new features or fix bugs. The update to the README is documentation-related but minor. Overall, this is a refactor to clean up and improve existing code without changing functionality.",Readability Refactoring (Docs / Comments / Formatting),OpenAI_Codex,external quality attribute
3165671190,Update Glide to v4 and modernize dependencies,"## Summary - update leanback and okhttp libraries - upgrade Glide from v3 to v4 - adjust SearchFragment, DetailFragment and GlideBackgroundManager for new Glide APIs  ## Testing - `./gradlew test` *(fails: Unable to tunnel through proxy)*  ------ https://chatgpt.com/codex/tasks/task_e_68578f6e05f8832b96db6709e1ba2bb2","The update involves upgrading dependencies and adjusting code to use new APIs without adding new features or fixing bugs, which is a refactor to modernize the codebase.",API / Interface Refactoring,OpenAI_Codex,internal quality attribute
3158439672,Update network tool endpoint,## Summary - use `/v2/add_network_agent` when adding a network tool  ## Testing - `npx nx test shinkai-desktop`  ------ https://chatgpt.com/codex/tasks/task_e_68533bf6dd248321bd68c875cdd7f856,"The change updates the endpoint used by the network tool, which is a modification to existing functionality but does not add a new feature or fix a bug explicitly. It is a straightforward update to the code's behavior, best classified as a refactor since it changes the implementation without adding features or fixing bugs.",API / Interface Refactoring,OpenAI_Codex,internal quality attribute
3106317023,Switch ability decorators to Sequence,## Summary - refactor `Ability` decorators to use a `Sequence[Expr]` - adapt parser to store decorators as lists - update Python AST generation/loading to work with new type - tweak doc generation for ability decorators  ## Testing - `pre-commit` *(fails: couldn't access network to fetch hooks)*  ------ https://chatgpt.com/codex/tasks/task_e_683ba25145ec83228f72cc60a10f9bc0,"The changes involve refactoring the Ability decorators to use a Sequence type, adapting the parser and AST generation accordingly, without adding new features or fixing bugs. This is a code change that neither fixes a bug nor adds a feature, fitting the 'refactor' category.",Structural / Architectural Refactoring,OpenAI_Codex,internal quality attribute
3106338207,Update TypedCtxBlock body handling,## Summary - refactor `TypedCtxBlock` to store a simple `Sequence[CodeBlockStmt]` - adjust parser to pass plain statement sequence  ## Testing - `pre-commit` *(fails: unable to access 'https://github.com/pre-commit/pre-commit-hooks/')*  ------ https://chatgpt.com/codex/tasks/task_e_683ba54486308322afca0fd3ad2b03b7,"The changes involve restructuring the internal representation of TypedCtxBlock and adjusting the parser accordingly, which is a code change that neither fixes a bug nor adds a new feature, fitting the definition of a refactor.",Structural / Architectural Refactoring,OpenAI_Codex,internal quality attribute
3106379023,Update ElseStmt body to Sequence,## Summary - refactor `ElseStmt` AST node to use `Sequence[CodeBlockStmt]` - update parser to supply lists for `ElseStmt` - update `pyast_load_pass` to build `ElseStmt` with lists  ## Testing - `pre-commit` *(fails: couldn't access network)*  ------ https://chatgpt.com/codex/tasks/task_e_683bae0fb2988322816cf67ba38d9f93,"The changes involve refactoring the ElseStmt AST node to use a different data structure and updating related components accordingly, without adding new features or fixing bugs.",Structural / Architectural Refactoring,OpenAI_Codex,internal quality attribute
3106395112,Switch Except body to use sequences,## Summary - adjust `Except` body to store plain sequence of statements - update parser and pyast loader to populate new attribute  ## Testing - `pre-commit` *(fails: unable to access network for hooks)*  ------ https://chatgpt.com/codex/tasks/task_e_683bb1e4df708322ad6bd6bcb1d641eb,"The changes involve adjusting the internal structure of the 'Except' body to use sequences and updating related components like the parser and loader, which is a code change that neither fixes a bug nor adds a new feature but refactors the existing code for better structure or clarity.",Functional Refactoring (Logic / Algorithm / Behavior-Preserving),OpenAI_Codex,code smells
3106398907,Refactor loop statement bodies to sequences,"## Summary - refactor `FinallyStmt`, `IterForStmt`, and `InForStmt` to store bodies as `Sequence[CodeBlockStmt]` - adapt parser to provide lists to these nodes - update pyast load/gen passes for new body representation  ## Testing - `source scripts/check.sh` *(fails: couldn't access network for pre-commit hooks)*  ------ https://chatgpt.com/codex/tasks/task_e_683bb38118f88322bc53d224e62d48a4",title provides conventional commit label,Structural / Architectural Refactoring,OpenAI_Codex,internal quality attribute
3106508685,Refactor FuncSignature params to sequence,## Summary - refactor `FuncSignature` to store param variables as a sequence - adjust parser and AST passes for new list-based parameters - update MTLLM plugin and semtable for sequence params  ## Testing - `pre-commit` *(fails: unable to access pre-commit hooks due to network)*  ------ https://chatgpt.com/codex/tasks/task_e_683bc39a76488322b3d551ab666c2cab,title provides conventional commit label,Structural / Architectural Refactoring,OpenAI_Codex,internal quality attribute
3225747070,Reorder headway constructor params,## Summary - reorder arguments for `hbNew` and `haNew` - update gsdll binding tables for new parameter order - adjust `HeadwayBoard` and `HeadwayAlight` Python wrappers  ## Testing - `pytest -q` *(fails: unable to load libgraphserver)*  ------ https://chatgpt.com/codex/tasks/task_e_6872b3e2edf88332ad41de0277e0d0fb,"The changes involve reordering constructor parameters and updating related bindings and wrappers, which is a modification to the code structure without adding new features or fixing bugs. This fits the definition of a refactor.",API / Interface Refactoring,OpenAI_Codex,internal quality attribute
3120422035,refactor(k8s): share arr deployment config,"## Summary - add base patches for arr apps and reference them from each kustomization - remove duplicated nodeSelector, securityContext, envFrom and volume logic from individual arr Deployments  ## Testing - `npx prettier -w k8s/applications/media/arr/bazarr/deployment.yaml k8s/applications/media/arr/bazarr/kustomization.yaml k8s/applications/media/arr/prowlarr/deployment.yaml k8s/applications/media/arr/prowlarr/kustomization.yaml k8s/applications/media/arr/radarr/deployment.yaml k8s/applications/media/arr/radarr/kustomization.yaml k8s/applications/media/arr/sonarr/deployment.yaml k8s/applications/media/arr/sonarr/kustomization.yaml k8s/applications/media/arr/base/kustomization.yaml k8s/applications/media/arr/base/patch.yaml` - `yamllint -c .yamllint.yml k8s/applications/media/arr/bazarr/deployment.yaml k8s/applications/media/arr/bazarr/kustomization.yaml k8s/applications/media/arr/prowlarr/deployment.yaml k8s/applications/media/arr/prowlarr/kustomization.yaml k8s/applications/media/arr/radarr/deployment.yaml k8s/applications/media/arr/radarr/kustomization.yaml k8s/applications/media/arr/sonarr/deployment.yaml k8s/applications/media/arr/sonarr/kustomization.yaml k8s/applications/media/arr/base/kustomization.yaml k8s/applications/media/arr/base/patch.yaml` - `scripts/fix_kustomize.sh` - `kustomize build --enable-helm k8s/applications/media/arr`  ------ https://chatgpt.com/codex/tasks/task_e_68415b956ec0832296fd9ebe4f26c70e",title provides conventional commit label,Structural / Architectural Refactoring,OpenAI_Codex,internal quality attribute
3131212071,refactor: explicitly import util module,"## Summary - import `importlib.util` in `registry.py` - run ruff, black, mypy, pyright, pytest  ## Testing - `ruff check .` - `black --check src/meta_agent/registry.py` - `mypy src/meta_agent/registry.py` *(fails: Found 12 errors in 6 files)* - `pyright src/meta_agent/registry.py` - `pytest -q`  ------ https://chatgpt.com/codex/tasks/task_e_68470717a930832f9b94c70c2ef48749",title provides conventional commit label,Structural / Architectural Refactoring,OpenAI_Codex,internal quality attribute
3134221844,Refactor dataset handling,## Summary - remove dataset query and CSV helpers from interpreter - add `LoadCSV` and `RunQuery` utilities under `runtime/data` - call new runtime helpers from interpreter  ## Testing - `go test ./...`  ------ https://chatgpt.com/codex/tasks/task_e_68485baadf7c8320a992471dfb31e80b,title provides conventional commit label,Structural / Architectural Refactoring,OpenAI_Codex,internal quality attribute
3134192089,Remove unused harness module,## Summary - delete the old `harness` test module - clean up imports in `src/tests/mod.rs`  ## Testing - `cargo check`  ------ https://chatgpt.com/codex/tasks/task_e_684859ee71588325a141fa1240c5bfb4,"The commit removes an unused test module and cleans up imports, which is a code cleanup without adding features or fixing bugs, fitting the 'refactor' category.",Structural / Architectural Refactoring,OpenAI_Codex,internal quality attribute
3134131063,Refactor built‑in func typing,## Summary - add `Variadic` support for `FuncType` - drop unused `AnyListType` and `BuiltinFuncType` - expose function purity in type string - represent builtins using `FuncType` - handle variadic argument checking  ## Testing - `go test ./...`  ------ https://chatgpt.com/codex/tasks/task_e_684852a04e2083209888d33558349eeb,title provides conventional commit label,Structural / Architectural Refactoring,OpenAI_Codex,internal quality attribute
3233322620,refactor(settings): add base class and group settings for unified handling,"<\!-- This is an auto-generated comment: release notes by coderabbit.ai -->    ## Summary by CodeRabbit    * **New Features**    * Introduced new settings categories for database, Redis, telemetry, and server configuration, providing more structured and granular control over system settings.    * Added convenient access to these categorized settings through new properties in the settings service.    * **Refactor**    * Standardized settings classes to inherit from a common base, ensuring consistent environment variable handling and validation across all configuration options.    <\!-- end of auto-generated comment: release notes by coderabbit.ai -->     ## Summary by CodeRabbit  * **New Features**   * Introduced categorized settings for database, Redis, server, and telemetry, enabling more organized and efficient configuration management.   * Added new settings classes for centralized and standardized configuration of backend components.  * **Refactor**   * Updated configuration access throughout the backend to use the new categorized settings structure, improving clarity and maintainability.   * Enhanced settings service with attribute-style access and automatic cache invalidation for grouped settings.  * **Documentation**   * Expanded the public API to explicitly export new settings classes for easier external use.",title provides conventional commit label,Structural / Architectural Refactoring,OpenAI_Codex,internal quality attribute
3205048602,Simplify Dart converter,## Summary - remove regex-based fallback from Dart converter - use LSP document symbols only for conversion - update golden output for Dart two_sum example  ## Testing - `go test ./...`  ------ https://chatgpt.com/codex/tasks/task_e_686924fa3d3883209175ad9930022578,"The changes simplify the Dart converter by removing fallback logic and updating output, which is a refactor to improve code structure without adding features or fixing bugs.",Maintainability Refactoring (Cleanup / Simplification),OpenAI_Codex,external quality attribute
3205050061,Refactor Go converter to use language server,## Summary - remove obsolete Go AST translator - implement Go converter based on `gopls` document symbols  ## Testing - `go test ./...`  ------ https://chatgpt.com/codex/tasks/task_e_686930b303c48320b3c997956f011fc0,title provides conventional commit label,Structural / Architectural Refactoring,OpenAI_Codex,internal quality attribute
3234978750,Refactor livecodebench.py for PEP8 and English logs,## Summary - clean up `benchmarks/livecodebench.py` - translate comments and log messages to English - fix minor style issues  ## Testing - `python -m py_compile benchmarks/livecodebench.py`   ------ https://chatgpt.com/codex/tasks/task_e_68775a17005083298f30da208fb12d8e,title provides conventional commit label,Structural / Architectural Refactoring,OpenAI_Codex,internal quality attribute
3222726840,Improve Kotlin compiler,## Summary - Kotlin compiler: put top-level statements in `main` - regenerate a few machine Kotlin files - expand Kotlin TODO list  ## Testing - `go test -v ./compiler/x/kotlin -tags slow -run TestKotlinPrograms/append_builtin -count=1` - `go test -v ./compiler/x/kotlin -tags slow -run TestKotlinPrograms/two-sum -count=1`   ------ https://chatgpt.com/codex/tasks/task_e_6870fdc24d8883209732eee1145595cd,"The changes introduce improvements to the Kotlin compiler, such as putting top-level statements in main and regenerating files, which enhance functionality but do not fix bugs or add new features explicitly. This is best categorized as a refactor since it modifies existing code structure and behavior without adding new features or fixing bugs.",Functional Refactoring (Logic / Algorithm / Behavior-Preserving),OpenAI_Codex,code smells
3222819969,Improve TS compiler output,## Summary - tweak Typescript compiler to use built‑in array helpers - regenerate machine TS output for list_set_ops - update machine README task list  ## Testing - `go test ./compiler/x/ts -run TestGenerateMachineOutput -tags slow`  ------ https://chatgpt.com/codex/tasks/task_e_6871073beb7483208fb8c0a865876bae,"The changes involve tweaking the TypeScript compiler output and regenerating machine output, which improves the code generation but does not add new features or fix bugs. The update to the README task list is documentation related to the changes. Overall, this is a refactor as it changes code structure without adding features or fixing bugs.",Readability Refactoring (Docs / Comments / Formatting),OpenAI_Codex,external quality attribute
3243431611,Refactor left pane with tab layout,"## Summary - switch left panel in AvalonDraw to use a `TabControl` - put the SVG tree first, followed by Artboards, Swatches and Layers  ## Testing - `dotnet build Svg.Skia.sln -c Release -p:RepositoryUrl=https://example.com` - `dotnet test Svg.Skia.sln -c Release -p:RepositoryUrl=https://example.com`   ------ https://chatgpt.com/codex/tasks/task_e_687a556ab83c8321b3873e6e019526f7",title provides conventional commit label,Structural / Architectural Refactoring,OpenAI_Codex,internal quality attribute
3169641359,[alpha_factory] refactor orchestrator modules,"## Summary - split orchestrator utilities into `agent_scheduler.py` and `metrics.py` - refactor `Orchestrator` to assemble scheduler, API server and metrics - expose `publish` helper for agent modules  ## Testing - `python scripts/check_python_deps.py` - `python check_env.py --auto-install` - `pytest -q` *(fails: 49 errors during collection)*  ------ https://chatgpt.com/codex/tasks/task_e_6859d53d4ed883339daac5ea54901fed","The changes involve splitting modules and refactoring the Orchestrator class without adding new features or fixing bugs, which fits the definition of a refactor.",Structural / Architectural Refactoring,OpenAI_Codex,internal quality attribute
3187186314,Move ValueError cases in evaluate module to EvaluateError variants,## Summary - add additional `EvaluateError` variants - swap `ValueError` usages in function evaluator for new `EvaluateError` variants - remove now-unused `ValueError` import - remove moved variants from `ValueError`  ## Testing - `cargo clippy --all-targets -- -D warnings` - `cargo fmt --all`   ------ https://chatgpt.com/codex/tasks/task_e_686210819310832aa3cc817631044530,"The changes involve restructuring error handling by introducing new error variants and replacing existing error usages, which is a refactor to improve code organization without adding features or fixing bugs.",Structural / Architectural Refactoring,OpenAI_Codex,internal quality attribute
3164738128,Refactor C backend runtime handling,## Summary - inline C runtime helpers instead of including `runtime.h` - emit only the helpers required for each program  ## Testing - `go test ./...`  ------ https://chatgpt.com/codex/tasks/task_e_68562c2d7134832093b21748c33aec62,title provides conventional commit label,Structural / Architectural Refactoring,OpenAI_Codex,internal quality attribute
3164738316,Refactor avg builtin for Fortran backend,## Summary - inline the `avg` builtin expression for Fortran - drop unused avg helper functions  ## Testing - `make test`  ------ https://chatgpt.com/codex/tasks/task_e_68562c5faea483208b2e630fdd10d7b5,title provides conventional commit label,Structural / Architectural Refactoring,OpenAI_Codex,internal quality attribute
3070082535,Normalize tileType casing,"## Summary - correct the tile type to lowercase in `opentopo_opentopomap.xml` - verify that no other map sources use uppercase tile types  ## Testing - `grep -n ""[A-Z]"" -r | wc -l`","The change involves correcting the casing of tile types in a configuration file and verifying consistency, which is a code quality improvement but does not add features or fix bugs. This fits best under 'refactor' as it improves code consistency without changing functionality.",Functional Refactoring (Logic / Algorithm / Behavior-Preserving),OpenAI_Codex,code smells
3155286608,Rename lint and test crate with unsafe prefix,## Summary - rename the `inherent_method_requires_more_target_features` lint and test crate - update test snapshot and query to use the new name - regenerate rustdoc data for the renamed crate  ## Testing - `cargo fmt` - `cd test_crates/unsafe_inherent_method_requires_more_target_features/new && cargo fmt` - `cargo test -- --quiet`   ------ https://chatgpt.com/codex/tasks/task_e_685222511fe8832d94e635fd59bf1ef0,"The changes involve renaming a lint and test crate, updating test snapshots and queries, and regenerating documentation data, which are maintenance tasks that do not add new features or fix bugs but improve the project structure and clarity. This fits best under 'refactor'.",Readability Refactoring (Renaming / Naming Consistency),OpenAI_Codex,external quality attribute
3275966357,Refactor Java json-ast package,## Summary - add new `ast.go` with Node structure for Java - refactor Java inspector to use the new AST utilities  ## Testing - `go test -tags slow ./tools/json-ast/x/java -run TestInspect_Golden -update`   ------ https://chatgpt.com/codex/tasks/task_e_6889c16c7b4c8320825862ebf65e5380,title provides conventional commit label,Structural / Architectural Refactoring,OpenAI_Codex,internal quality attribute
